    id     |                                           name                                            |       avg_amount       
 C00000935 | THE PIVOT GROUP, INC.                                                                     |  9411.4000000000000000
 C00000935 | The Sexton Group Public Affairs, LLC                                                      |  6734.3333333333333333
 C00000935 | THREE POINT MEDIA, LLC                                                                    |     11592.666666666667
 C00000935 | VALUECLICK, INC.                                                                          | 16428.0000000000000000
 C00000935 | VALUECLICK, INC DBA DOTOMI                                                                | 10714.0000000000000000
 C00002840 | BUDGET SIGNS & SPECIALTIES                                                                |  6971.0000000000000000
 C00003418 | AIR CHARTER TEAM INC                                                                      |  9461.0000000000000000
 C00003418 | EXECUTIVE TRANSPORTATION                                                                  |  5290.0000000000000000
 C00003418 | PROPARK AMERICA                                                                           | 13300.0000000000000000
 C00003418 | ROMNEY FOR PRESIDENT, INC.                                                                |  8667.0000000000000000
 C00003418 | SKYSPOT ADVERTISING LLC                                                                   |  7050.0000000000000000
 C00003418 | SMARTECH CORPORATION                                                                      |  5739.0000000000000000
 C00003418 | STARBOARD COMMUNICATIONS INC                                                              |     34885.000000000000
 C00003418 | TARRANCE GROUP INC                                                                        |     23218.000000000000
 C00003418 | TD GARDEN                                                                                 |     29650.000000000000
 C00003418 | TERRY LYNN LAND FOR SENATE                                                                |     25000.000000000000
 C00003418 | THE LEGITTINO GROUP                                                                       |     20325.000000000000
 C00004036 | BERLIN ROSEN                                                                              |     19918.000000000000
 C00004036 | CHAMBERS LOPEZ STRATEGIES                                                                 |     31663.567567567568
 C00004036 | DIXON/DAVIS MEDIA GROUP                                                                   |  7525.0000000000000000
 C00004036 | MASS UNITING                                                                              |     16550.000000000000
 C00004036 | MESSAGE & MEDIA                                                                           | 12536.0000000000000000
 C00004036 | SEIU LOCAL 21 LA                                                                          | 12222.0000000000000000
 C00004036 | SEIU LOCAL 509                                                                            |     26966.666666666667
 C00004036 | SEIU LOCAL 615                                                                            | 12383.3333333333333333
 C00004036 | SEIU LOCAL 888                                                                            | 10233.3333333333333333
 C00004036 | SEIU MA STATE COUNCIL                                                                     |    241410.333333333333
 C00004036 | THE PIVOT GROUP                                                                           |     16156.222222222222
 C00004036 | THE STRATEGY GROUP                                                                        |     31797.222222222222
 C00004036 | WATERFRONT STRATEGIES                                                                     |    172083.166666666667
 C00005561 | Screen Strategies Media                                                                   |     66000.000000000000
 C00005926 | Rayman, Erik                                                                              | 11000.0000000000000000
 C00005926 | SENGER FOR CONGRESS                                                                       | 15000.0000000000000000
 C00005926 | SHEARER, STEVEN                                                                           | 11000.0000000000000000
 C00006486 | MIDWEST COMMUNICATIONS GROUP, LLC,                                                        |  5948.0000000000000000
 C00007542 | CHICAGO FOR RAHM EMANUEL                                                                  |     22500.000000000000
 C00007658 | Buying Time LLC                                                                           |     40000.000000000000
 C00007658 | New Partners Consulting, Inc.                                                             |  9608.5000000000000000
 C00007658 | US Postal Service                                                                         |  9000.0000000000000000
 C00007880 | ELEVATED CAMPAIGNS                                                                        |     86710.250000000000
 C00007880 | ROLAND-KELLY INC.                                                                         |    113390.285714285714
 C00010033 | BrushFire Strategies                                                                      |     38922.000000000000
 C00010033 | Canal Media Partners                                                                      |    174500.000000000000
 C00010033 | Screen Strategies Media                                                                   |     82250.000000000000
 C00010033 | Three Point Media, LLC                                                                    | 12132.0000000000000000
 C00010603 | AMERICAN EXPRESS                                                                          |     30393.000000000000
 C00010603 | ANGLE MASTAGNI MATHEWS POLITICAL STRAT                                                    |     38771.000000000000
 C00010603 | AT&T                                                                                      |     71086.000000000000
 C00010603 | DNC TRAVEL OFFSET ACCOUNT                                                                 |     36500.000000000000
 C00010603 | LANDMARK STRATEGIES, INC.                                                                 | 10000.0000000000000000
 C00010603 | MEYER ASSOCIATES TELESERVICES                                                             |     39195.000000000000
 C00010603 | TGTG ANALYTICS, INC.                                                                      |     64000.000000000000
 C00010603 | THE SPOKEN HUB, LLC                                                                       |     60000.000000000000
 C00010603 | THE STRATEGY GROUP                                                                        |     34536.100000000000
 C00010603 | VDARA HOTEL                                                                               |  9141.0000000000000000
 C00010603 | VERTICA - AN HP COMPANY                                                                   |     26250.000000000000
 C00011114 | DIXON/DAVIS MEDIA GROUP, LLC                                                              |  6457.5000000000000000
 C00011114 | MESSAGE AND MEDIA                                                                         |     14162.000000000000
 C00011114 | MURPHY VOGEL ASKEW REILLY INC                                                             | 10178.5000000000000000
 C00011114 | RALSTON LAPP MEDIA, LLC                                                                   |     14057.000000000000
 C00011114 | SKDKNICKERBOCKER, LLC                                                                     |     25831.000000000000
 C00011114 | WATERFRONT STRATEGIES                                                                     |    414261.533333333333
 C00011197 | Bluegrass Communications                                                                  | 16195.0000000000000000
 C00011197 | Elite Graphics                                                                            |     24090.500000000000
 C00011197 | Kennedy Communications Llc                                                                |     48276.142857142857
 C00011197 | Lexington Herald Leader                                                                   |     25077.000000000000
 C00011197 | The Courier Journal                                                                       |     23500.000000000000
 C00011197 | US Postmaster - Louisville                                                                | 13158.0000000000000000
 C00013748 | McKenna Pihlaja                                                                           |  9250.0000000000000000
 C00016899 | Baughman Company                                                                          |  8650.3333333333333333
 C00016899 | Mail Works II, LLC                                                                        |  6886.5000000000000000
 C00016899 | Peerless Printing                                                                         |     20934.000000000000
 C00017194 | DONALD NORCROSS FOR CONGRESS                                                              |     20000.000000000000
 C00018929 | Odney Advertising                                                                         | 15000.0000000000000000
 C00022343 | THE ATLANTA JOURNAL-CONSTITUTION                                                          |     39169.000000000000
 C00024372 | Buying Time LLC                                                                           |     77641.000000000000
 C00024372 | Screen Stategies Media                                                                    |     55956.666666666667
 C00024679 | The Chadderdon Group                                                                      |  5338.0000000000000000
 C00024968 | BUYING TIME, LLC                                                                          |     48000.000000000000
 C00024968 | REVOLUTION MEDIA GROUP, LLC                                                               |     50000.000000000000
 C00025254 | BLUEPRINT INTERACTIVE                                                                     |  5233.0000000000000000
 C00025254 | CANAL PARTNERS MEDIA                                                                      |     15375.500000000000
 C00025254 | SEVEN CORNERS PRINTING                                                                    | 13763.0000000000000000
 C00025254 | STRATEGY 99 LLC                                                                           | 12500.0000000000000000
 C00025668 | SCHATZ, BRIAN EMANUEL                                                                     |  5200.0000000000000000
 C00027466 | ALEXANDER FOR SENATE 2014                                                                 |     45400.000000000000
 C00027466 | BILL CASSIDY FOR SENATE                                                                   |     45400.000000000000
 C00027466 | BRABENDERCOX, LLC                                                                         |    239080.000000000000
 C00027466 | BRIGHTROLL, INC.                                                                          | 15462.0000000000000000
 C00027466 | COTTON FOR SENATE                                                                         |     45400.000000000000
 C00027466 | CROSSROADS MEDIA, LLC                                                                     |    120845.000000000000
 C00027466 | ED GILLESPIE FOR SENATE                                                                   |     45400.000000000000
 C00027466 | ENGAGE                                                                                    |  6000.0000000000000000
 C00027466 | FLS CONNECT                                                                               |     18230.750000000000
 C00027466 | GABRIEL GOMEZ FOR SENATE                                                                  |     45400.000000000000
 C00027466 | GOOGLE, INC.                                                                              | 12111.3333333333333333
 C00027466 | JONI FOR IOWA                                                                             |     45400.000000000000
 C00027466 | MULTI-MEDIA SERVICES, INC.                                                                |    175000.000000000000
 C00027466 | NATIONAL MEDIA RESEARCH, PLANNING, & PLACEMENT                                            |    123528.767741935484
 C00027466 | NEW HAMPSHIRE FOR SCOTT BROWN                                                             |     45400.000000000000
 C00027466 | ON MESSAGE, INC.                                                                          |    288434.888888888889
 C00027466 | PERDUE FOR SENATE                                                                         |     45400.000000000000
 C00027466 | RIGHT PATH STRATEGIC AFFAIRS                                                              |     15000.000000000000
 C00027466 | ROBERTS FOR SENATE                                                                        |     45400.000000000000
 C00027466 | ROUNDS FOR SENATE                                                                         |     44400.000000000000
 C00027466 | SMART MEDIA GROUP, LLC                                                                    |    170000.000000000000
 C00027466 | SRCP MEDIA, INC                                                                           |    244224.000000000000
 C00027466 | STRATEGIC MEDIA PLACEMENT                                                                 |    431913.777777777778
 C00027466 | SULLIVAN FOR US SENATE                                                                    |     45400.000000000000
 C00027466 | TARGETED VICTORY                                                                          |     40000.000000000000
 C00027466 | TARGET ENTERPRISES                                                                        |    410480.000000000000
 C00027466 | TERRI LYNN LAND FOR SENATE                                                                |     20400.000000000000
 C00029447 | ALLSTAR COACHES,                                                                          |     16897.000000000000
 C00029447 | E-18 MEDIA                                                                                |  9250.0000000000000000
 C00029447 | FINANCIAL INNOVATIONS,                                                                    |  6876.0000000000000000
 C00029447 | MICHAEL J. MURPHY                                                                         | 13056.0000000000000000
 C00029447 | MICHAEL J. MURPHY,                                                                        | 14208.0000000000000000
 C00029447 | RALSTON LAPP MEDIA                                                                        | 10020.3333333333333333
 C00029447 | SUN MOUNTAIN MEDIA SERVICES, LLC                                                          | 16690.0000000000000000
 C00029447 | SUN MOUNTAIN MEDIA SERVICES, LLC,                                                         | 16690.0000000000000000
 C00029447 | WATERFRONT STRATEGIES                                                                     |    158099.125000000000
 C00029447 | WILLIAM COSTA                                                                             | 11904.0000000000000000
 C00029447 | WILLIAM COSTA,                                                                            | 13440.0000000000000000
 C00031054 | NGP VAN, Inc.                                                                             |     20000.000000000000
 C00032334 | ADVANTAGE DIRECT                                                                          |  5232.0000000000000000
 C00034033 | JAMESTOWN ASSOC                                                                           |     91186.000000000000
 C00034066 | BOB BRADY FOR CONGRESS                                                                    |  5200.0000000000000000
 C00035600 | Groundswell Creative, LLC                                                                 |  7271.0000000000000000
 C00035600 | Shorr Johnson Magnus                                                                      |    360000.000000000000
 C00038505 | Majority Strategies                                                                       |     20527.000000000000
 C00040220 | Direct Edge Campaigns LLC                                                                 |     46043.500000000000
 C00040220 | Innovative Campaign Strategies                                                            |  9660.0000000000000000
 C00040220 | North Star Opinion Research                                                               |     77308.000000000000
 C00040725 | RUBIO VICTORY COMMITTEE                                                                   |  6000.0000000000000000
 C00041160 | WWP Strategies                                                                            | 15444.0000000000000000
 C00041269 | Campaign Finance Consultants                                                              |  9400.0000000000000000
 C00041269 | Canal Partners Media                                                                      |    331250.000000000000
 C00041269 | Hyatt Regency Atlanta                                                                     |  8210.0000000000000000
 C00042366 | ALISON FOR KENTUCKY                                                                       |     45400.000000000000
 C00042366 | BENZING, SARAH                                                                            | 17500.0000000000000000
 C00042366 | BUYING TIME, LLC                                                                          |    215000.000000000000
 C00042366 | DEMOCRATIC NATIONAL                                                                       | 13000.0000000000000000
 C00042366 | DIXON/DAVIS MEDIA GROUP LLC                                                               |     17837.714285714286
 C00042366 | DIXON, MONICA                                                                             |  7500.0000000000000000
 C00042366 | GREAT AMERICAN MEDIA                                                                      |    318580.020833333333
 C00042366 | GREENBERG QUINLAN ROSNER                                                                  |     34000.000000000000
 C00042366 | GRUNWALD COMMUNICATIONS                                                                   |     13924.428571428571
 C00042366 | HARSTAD STRATEGIC RESEARCH, INC.                                                          |     15464.000000000000
 C00042366 | HART RESEARCH ASSOCIATES                                                                  |     27666.666666666667
 C00042366 | KILEY & COMPANY                                                                           |     37000.000000000000
 C00042366 | MARKEY FOR SENATE                                                                         |     45400.000000000000
 C00042366 | MARK PRYOR FOR U.S. SENATE                                                                |     45400.000000000000
 C00042366 | MCKENNA PIHLAJA                                                                           |     16528.000000000000
 C00042366 | MSR-NEXT                                                                                  |    314308.000000000000
 C00042366 | PAYROLL DATA PROCESSING                                                                   |     12185.400000000000
 C00042366 | PETER D. HART RESEARCH ASSOCIATES, INC.                                                   |     21300.000000000000
 C00042366 | RALSTON LAPP MEDIA                                                                        |     11537.000000000000
 C00042366 | SCHATZ FOR SENATE                                                                         |     25000.000000000000
 C00042366 | SCREEN STRATEGIES MEDIA                                                                   |    648299.000000000000
 C00042366 | SHORR JOHNSON MAGNUS                                                                      |     12594.571428571429
 C00042366 | THE BONDI GROUP                                                                           |     20000.000000000000
 C00042366 | THE FELDMAN GROUP, INC.                                                                   |     40000.000000000000
 C00042366 | THE MELLMAN GROUP, INC.                                                                   | 12680.0000000000000000
 C00042622 | ADVANTAGE INC.                                                                            | 11989.0000000000000000
 C00042622 | CAMPAIGN HOMEBANK LLC                                                                     |     21885.000000000000
 C00042622 | CONNECTION STRATEGY LLC                                                                   |     43622.666666666667
 C00042622 | ONMESSAGE INC.                                                                            |    292736.000000000000
 C00053553 | CONNECTION STRATEGY, LLC                                                                  | 10266.5714285714285714
 C00053553 | MASTER PRINT, INC.                                                                        |  8887.8571428571428571
 C00053553 | PROLIST INC.                                                                              |     26840.535714285714
 C00053553 | REDPRINT STRATEGY, LLC                                                                    |     14780.555555555556
 C00053553 | STARBOARD STRATEGIC, INC.                                                                 |    172308.054054054054
 C00071365 | Alpha Media                                                                               |     39714.333333333333
 C00071365 | Bright Moments                                                                            |     19638.333333333333
 C00071365 | The Mellman Group                                                                         |     31891.500000000000
 C00074450 | CANDIDATE COMMAND LLC                                                                     |     49520.000000000000
 C00075820 | AMERICAN VIEWPOINT INC                                                                    |     18500.000000000000
 C00075820 | BASSWOOD RESEARCH                                                                         |     15586.100000000000
 C00075820 | BRABENDER COX                                                                             |     32680.714285714286
 C00075820 | CARROLL, CAITLIN                                                                          |  5683.2500000000000000
 C00075820 | CHRIS MOTTOLA CONSULTING INC.                                                             | 10662.0000000000000000
 C00075820 | COX MEDIA                                                                                 | 11900.0000000000000000
 C00075820 | CROSSROADS MEDIA LLC                                                                      |     59016.666666666667
 C00075820 | DMM MEDIA INC                                                                             |     16259.032258064516
 C00075820 | FABRIZIO LEE & ASSOCIATES                                                                 |     17500.000000000000
 C00075820 | FP1 STRATEGIES LLC                                                                        |     23825.281250000000
 C00075820 | GRAY TELEVISION GROUP                                                                     |     22648.000000000000
 C00075820 | GS STRATEGY GROUP                                                                         |     15689.571428571429
 C00075820 | HALEY O'NEILL LLC                                                                         | 13194.0000000000000000
 C00075820 | HALL MARKET MEDIA INC                                                                     | 15000.0000000000000000
 C00075820 | HEARST TELEVISION                                                                         |     36231.000000000000
 C00075820 | HONOLD COMMUNICATIONS                                                                     |  7646.0000000000000000
 C00075820 | IMGE                                                                                      |     83809.590909090909
 C00075820 | JAMESTOWN ASSOCIATES                                                                      |     93904.000000000000
 C00075820 | JOURNAL COMMUNICATIONS INC                                                                | 16796.0000000000000000
 C00075820 | LITTLEFILED CONSULTING                                                                    |     94000.000000000000
 C00075820 | MCCARTHY HENNINGS WHALEN INC.                                                             |     18921.058823529412
 C00075820 | MCLAUGHLIN AND ASSOCIATES INC                                                             |     17291.666666666667
 C00075820 | MEDIA AD VENTURES INC                                                                     |     86250.000000000000
 C00075820 | MENTZER MEDIA SERVICES INC                                                                |     61839.666666666667
 C00075820 | MOONEY MARKETING GROUP LLC                                                                |     84995.000000000000
 C00075820 | M STREET INSIGHT                                                                          |  7500.0000000000000000
 C00075820 | NATIONAL MEDIA RESEARCH PLANNING & PLACEMENT LLC                                          |    216131.146067415730
 C00075820 | NATIONAL VICTORY STRATEGIES                                                               |     90232.000000000000
 C00075820 | NORTH STAR OPINION RESEARCH INC                                                           |     13791.500000000000
 C00075820 | ONMESSAGE INC                                                                             |     17726.823529411765
 C00075820 | PUBLIC OPINION STRATEGIES                                                                 |     17019.230769230769
 C00075820 | RAYMAN, ERIK                                                                              | 12000.0000000000000000
 C00075820 | SCOTT HOWELL AND COMPANY INC.                                                             |     34554.142857142857
 C00075820 | SMART MEDIA GROUP                                                                         |     89979.142857142857
 C00075820 | SOMETHING ELSE STRATEGIES                                                                 |     21924.000000000000
 C00075820 | SRCP MEDIA INC                                                                            |     30618.375000000000
 C00075820 | STRATEGIC MEDIA PLACEMENT INC                                                             |     88124.250000000000
 C00075820 | STRATEGIC MEDIA SERVICES INC                                                              |     53370.588235294118
 C00075820 | TARGETED VICTORY                                                                          |     32076.428571428571
 C00075820 | THE TARRANCE GROUP                                                                        |     15752.666666666667
 C00075820 | THE WICKERS GROUP                                                                         |     90000.000000000000
 C00075820 | THIRD WAVE COMMUNICATIONS                                                                 |     90000.000000000000
 C00075820 | WESTERN ADVOCACY                                                                          |  9516.0000000000000000
 C00078196 | ZACCARIA, MARK                                                                            | 11000.0000000000000000
 C00089243 | Shorr Johnson Magnus                                                                      |    250000.000000000000
 C00099259 | Advantage Direct Communications                                                           |     34030.000000000000
 C00099259 | Data Targeting Research, LLC                                                              |     17613.000000000000
 C00099259 | POLITICAL INK, LLC                                                                        |     21071.600000000000
 C00099259 | The Prosper Group                                                                         |  5212.0000000000000000
 C00101105 | BRABENDER COX                                                                             |     39854.391304347826
 C00101105 | THE HERALD GROUP LLC                                                                      |     15976.375000000000
 C00101212 | NEBO MEDIA, INC                                                                           | 10000.0000000000000000
 C00101212 | WESTERN AMERICAN  MAILERS                                                                 |     17541.666666666667
 C00101212 | WOLVERINE PRINTING                                                                        | 11700.0000000000000000
 C00105668 | Adelstein Liston                                                                          |     94400.000000000000
 C00105668 | Angerholzer Broz Consulting                                                               |  8096.0000000000000000
 C00105668 | Democratic National Committee                                                             |     25000.000000000000
 C00105668 | McCune                                                                                    |     30750.000000000000
 C00105668 | The Baughman Company                                                                      |  5625.0000000000000000
 C00105973 | Fairbank, Maslin, Maullin, Metz                                                           | 13200.0000000000000000
 C00105973 | Love Communications                                                                       |     28333.333333333333
 C00106146 | ANZALONE LISZT GROVE RESEARCH INC.                                                        |     28650.000000000000
 C00106146 | MCCARTHY HENNINGS WHALEN, INC.                                                            |  9228.0000000000000000
 C00106146 | MENTZER MEDIA SERVICES, INC.                                                              |    131950.000000000000
 C00106146 | PUBLIC OPINION STRATEGIES                                                                 | 18000.0000000000000000
 C00106146 | WATERFRONT STRATEGIES                                                                     |    124542.000000000000
 C00108613 | Winning Connections                                                                       |  5642.0000000000000000
 C00111278 | ACCUMAIL, INC                                                                             |     26318.000000000000
 C00111278 | DOYLE PRINTING                                                                            |     20147.000000000000
 C00111278 | ENVELOPES UNLIMITED INC                                                                   |     21171.439024390244
 C00111278 | MARKETEL MEDIA, INC                                                                       |     16848.777777777778
 C00111278 | MEDIA FINANCIAL SERVICES                                                                  | 11022.5000000000000000
 C00112888 | MCCONNELL VICTORY KENTUCKY                                                                |  7000.0000000000000000
 C00113803 | BUYING TIME, LLC                                                                          | 12500.0000000000000000
 C00113803 | LET'S GET TO WORK PRODUCTIONS, LLC                                                        |     49875.000000000000
 C00122101 | FEDERAL CAPITAL COMMUNICATIONS CORPORATION                                                |     28747.000000000000
 C00122101 | PAC/WEST COMMUNICATIONS                                                                   |     37500.000000000000
 C00135368 | SINCLAIR STRATEGIES                                                                       |     24467.000000000000
 C00135368 | STONES' PHONES                                                                            | 13325.0000000000000000
 C00135368 | WATERFRONT STRATEGIES                                                                     |     88122.571428571429
 C00136200 | THE FELDMAN GROUP                                                                         |  9981.0000000000000000
 C00136200 | THE MELLMAN GROUP                                                                         | 19800.0000000000000000
 C00140061 | BUYING TIME                                                                               |     50000.000000000000
 C00140061 | LET'S GET TO WORK PRODUCTIONS, LLC                                                        |     34937.500000000000
 C00141572 | ALPHA BROADCASTING                                                                        |  9744.0000000000000000
 C00141572 | ATTEBERRY, GAYLE MRS.                                                                     |     16447.500000000000
 C00141572 | CLEAR CHANNEL                                                                             |  6561.0000000000000000
 C00141572 | GATEWAY COMMUNICATIONS, INC                                                               |     25389.333333333333
 C00141572 | KPDQ-FM                                                                                   | 13053.0000000000000000
 C00141572 | RESONATE                                                                                  |     50000.000000000000
 C00141812 | Adelstein-Liston                                                                          | 10000.0000000000000000
 C00141812 | AMS Communications                                                                        |     25452.000000000000
 C00141812 | Main Street Communications                                                                |  8625.0000000000000000
 C00143743 | Aristeia Group, Inc.                                                                      |     26162.000000000000
 C00143743 | FP1 Strategies LLC                                                                        | 10789.5000000000000000
 C00143743 | Olsen + Company, LP                                                                       | 15838.0000000000000000
 C00143743 | Partida & Associates                                                                      |    141110.000000000000
 C00143743 | The Laymont Group                                                                         | 10000.0000000000000000
 C00143743 | The Sahl Company                                                                          |     28000.000000000000
 C00143743 | Thomas Graphics, Inc.                                                                     |  9904.0000000000000000
 C00143743 | United States Postal Service                                                              | 10606.0000000000000000
 C00143743 | Upstream Communications, Lp                                                               |     74257.000000000000
 C00148999 | FRIENDS OF MARY LANDRIEU INC                                                              |     45000.000000000000
 C00153445 | FINCHER, STEVE MR.                                                                        |  7500.0000000000000000
 C00155952 | American Express                                                                          |     42707.000000000000
 C00155952 | Doubletree Hotel                                                                          |     38740.000000000000
 C00155952 | Moore Campaigns, LLC                                                                      |    167250.000000000000
 C00155952 | The Chadderdon Group                                                                      | 10233.0000000000000000
 C00156810 | FLS Connect                                                                               |     98888.800000000000
 C00156810 | The Lukens  Company                                                                       |     42978.333333333333
 C00160937 | Geer Strategies, LLC                                                                      | 12500.0000000000000000
 C00160937 | Progressive Change Campaign Committee                                                     | 10000.0000000000000000
 C00161786 | Collective Industries Inc                                                                 |  7146.0000000000000000
 C00161786 | Mission Control, Inc.                                                                     |     27806.000000000000
 C00161786 | Win Partners LLC                                                                          | 19642.0000000000000000
 C00161810 | Gold Communications Company                                                               |     38303.750000000000
 C00162339 | Gridiron Communications                                                                   |     22714.000000000000
 C00162339 | King Strategic Communications                                                             |  7817.0000000000000000
 C00162339 | Majority Strategies                                                                       |     31068.000000000000
 C00162818 | STRASSHEIM GRAPHIC & DESIGN PRESS CORP                                                    |  8525.0000000000000000
 C00165159 | MENTZER MEDIA SERVICES INC.                                                               |     20000.000000000000
 C00165159 | SCOTT HOWELL & COMPANY                                                                    |     20134.000000000000
 C00165688 | Anzalone Liszt Research, Inc.                                                             |    160000.000000000000
 C00167130 | Independence Strategy                                                                     |     21491.000000000000
 C00167130 | US Postal Service CAPS                                                                    | 18508.0000000000000000
 C00167346 | 270 Strategies                                                                            | 15653.0000000000000000
 C00167346 | Canal Partners Media                                                                      |     30150.000000000000
 C00172635 | UDALL FOR US ALL                                                                          | 10000.0000000000000000
 C00172841 | FRESHMAN AGRICULTURAL REPUBLICAN MEMBERS TRUST AKA FARM TRUST                             |  8000.0000000000000000
 C00173153 | DDC                                                                                       |     38066.666666666667
 C00173153 | GR PRO, LLC                                                                               |     36200.000000000000
 C00191247 | AMS Communications Inc                                                                    |  9180.0000000000000000
 C00191247 | Buying Time, LLC                                                                          |     62500.000000000000
 C00191247 | DS POLITICAL                                                                              |  7300.0000000000000000
 C00191247 | Leila Wise and Associates                                                                 | 10246.0000000000000000
 C00191247 | LEILA WISE AND ASSOCIATES                                                                 |     34500.000000000000
 C00196246 | BUYING TIME, LLC                                                                          |     20000.000000000000
 C00196246 | LET'S GET TO WORK PRODUCTIONS LLC                                                         |     53750.000000000000
 C00196246 | MAMMEN GROUP, INC.                                                                        |     19591.500000000000
 C00201871 | BOEHNER FOR SPEAKER                                                                       |  7500.0000000000000000
 C00211763 | Ambrosino, Muir, Hansen & Crounse                                                         |     25017.500000000000
 C00211763 | Kennedy Communications Inc                                                                | 11108.0000000000000000
