    id     |                                           name                                            |   amount   
 C00000935 | BULLY PULPIT INTERACTIVE, LLC                                                             |    7892.00
 C00000935 | BULLY PULPIT INTERACTIVE, LLC                                                             |    7960.00
 C00000935 | BULLY PULPIT INTERACTIVE, LLC                                                             |    8500.00
 C00000935 | BULLY PULPIT INTERACTIVE, LLC                                                             |    8550.00
 C00000935 | BULLY PULPIT INTERACTIVE, LLC                                                             |    9040.00
 C00000935 | BULLY PULPIT INTERACTIVE, LLC                                                             |    9040.00
 C00000935 | BULLY PULPIT INTERACTIVE, LLC                                                             |    9040.00
 C00000935 | BULLY PULPIT INTERACTIVE, LLC                                                             |    9050.00
 C00000935 | BULLY PULPIT INTERACTIVE, LLC                                                             |    9162.00
 C00000935 | BULLY PULPIT INTERACTIVE, LLC                                                             |    9162.00
 C00000935 | BULLY PULPIT INTERACTIVE, LLC                                                             |    9162.00
 C00000935 | BULLY PULPIT INTERACTIVE, LLC                                                             |    9162.00
 C00000935 | BULLY PULPIT INTERACTIVE, LLC                                                             |    9162.00
 C00000935 | BULLY PULPIT INTERACTIVE, LLC                                                             |    9162.00
 C00000935 | BULLY PULPIT INTERACTIVE, LLC                                                             |    9162.00
 C00000935 | BULLY PULPIT INTERACTIVE, LLC                                                             |    9201.00
 C00000935 | BULLY PULPIT INTERACTIVE, LLC                                                             |    9201.00
 C00000935 | BULLY PULPIT INTERACTIVE, LLC                                                             |    9235.00
 C00000935 | BULLY PULPIT INTERACTIVE, LLC                                                             |    9500.00
 C00000935 | BULLY PULPIT INTERACTIVE, LLC                                                             |    9852.00
 C00000935 | BULLY PULPIT INTERACTIVE, LLC                                                             |    9852.00
 C00000935 | BULLY PULPIT INTERACTIVE, LLC                                                             |   10588.00
 C00000935 | BULLY PULPIT INTERACTIVE, LLC                                                             |   10650.00
 C00000935 | BULLY PULPIT INTERACTIVE, LLC                                                             |   10650.00
 C00000935 | BULLY PULPIT INTERACTIVE, LLC                                                             |   10650.00
 C00000935 | BULLY PULPIT INTERACTIVE, LLC                                                             |   11143.00
 C00000935 | BULLY PULPIT INTERACTIVE, LLC                                                             |   11143.00
 C00000935 | BULLY PULPIT INTERACTIVE, LLC                                                             |   11143.00
 C00000935 | BULLY PULPIT INTERACTIVE, LLC                                                             |   11150.00
 C00000935 | BULLY PULPIT INTERACTIVE, LLC                                                             |   11150.00
 C00000935 | BULLY PULPIT INTERACTIVE, LLC                                                             |   11150.00
 C00000935 | BULLY PULPIT INTERACTIVE, LLC                                                             |   11322.00
 C00000935 | BULLY PULPIT INTERACTIVE, LLC                                                             |   11322.00
 C00000935 | BULLY PULPIT INTERACTIVE, LLC                                                             |   11322.00
 C00000935 | BULLY PULPIT INTERACTIVE, LLC                                                             |   11356.00
 C00000935 | BULLY PULPIT INTERACTIVE, LLC                                                             |   11356.00
 C00000935 | BULLY PULPIT INTERACTIVE, LLC                                                             |   11356.00
 C00000935 | BULLY PULPIT INTERACTIVE, LLC                                                             |   12346.00
 C00000935 | BULLY PULPIT INTERACTIVE, LLC                                                             |   12649.00
 C00000935 | BULLY PULPIT INTERACTIVE, LLC                                                             |   12649.00
 C00000935 | BULLY PULPIT INTERACTIVE, LLC                                                             |   12649.00
 C00000935 | BULLY PULPIT INTERACTIVE, LLC                                                             |   12649.00
 C00000935 | BULLY PULPIT INTERACTIVE, LLC                                                             |   12649.00
 C00000935 | BULLY PULPIT INTERACTIVE, LLC                                                             |   12649.00
 C00000935 | BULLY PULPIT INTERACTIVE, LLC                                                             |   12649.00
 C00000935 | BULLY PULPIT INTERACTIVE, LLC                                                             |   12649.00
 C00000935 | BULLY PULPIT INTERACTIVE, LLC                                                             |   12650.00
 C00000935 | BULLY PULPIT INTERACTIVE, LLC                                                             |   12710.00
 C00000935 | BULLY PULPIT INTERACTIVE, LLC                                                             |   12710.00
 C00000935 | BULLY PULPIT INTERACTIVE, LLC                                                             |   12710.00
 C00000935 | BULLY PULPIT INTERACTIVE, LLC                                                             |   13147.00
 C00000935 | BULLY PULPIT INTERACTIVE, LLC                                                             |   13147.00
 C00000935 | BULLY PULPIT INTERACTIVE, LLC                                                             |   13147.00
 C00000935 | BULLY PULPIT INTERACTIVE, LLC                                                             |   13147.00
 C00000935 | BULLY PULPIT INTERACTIVE, LLC                                                             |   13147.00
 C00000935 | BULLY PULPIT INTERACTIVE, LLC                                                             |   13147.00
 C00000935 | BULLY PULPIT INTERACTIVE, LLC                                                             |   13147.00
 C00000935 | BULLY PULPIT INTERACTIVE, LLC                                                             |   13147.00
 C00000935 | BULLY PULPIT INTERACTIVE, LLC                                                             |   13508.00
 C00000935 | BULLY PULPIT INTERACTIVE, LLC                                                             |   13920.00
 C00000935 | BULLY PULPIT INTERACTIVE, LLC                                                             |   14000.00
 C00000935 | BULLY PULPIT INTERACTIVE, LLC                                                             |   14000.00
 C00000935 | BULLY PULPIT INTERACTIVE, LLC                                                             |   14155.00
 C00000935 | BULLY PULPIT INTERACTIVE, LLC                                                             |   14155.00
 C00000935 | BULLY PULPIT INTERACTIVE, LLC                                                             |   14252.00
 C00000935 | BULLY PULPIT INTERACTIVE, LLC                                                             |   14252.00
 C00000935 | BULLY PULPIT INTERACTIVE, LLC                                                             |   14973.00
 C00000935 | BULLY PULPIT INTERACTIVE, LLC                                                             |   15148.00
 C00000935 | BULLY PULPIT INTERACTIVE, LLC                                                             |   15148.00
 C00000935 | BULLY PULPIT INTERACTIVE, LLC                                                             |   15409.00
 C00000935 | BULLY PULPIT INTERACTIVE, LLC                                                             |   15409.00
 C00000935 | BULLY PULPIT INTERACTIVE, LLC                                                             |   15409.00
 C00000935 | BULLY PULPIT INTERACTIVE, LLC                                                             |   15409.00
 C00000935 | BULLY PULPIT INTERACTIVE, LLC                                                             |   15409.00
 C00000935 | BULLY PULPIT INTERACTIVE, LLC                                                             |   15409.00
 C00000935 | BULLY PULPIT INTERACTIVE, LLC                                                             |   15409.00
 C00000935 | BULLY PULPIT INTERACTIVE, LLC                                                             |   15409.00
 C00000935 | BULLY PULPIT INTERACTIVE, LLC                                                             |   15482.00
 C00000935 | BULLY PULPIT INTERACTIVE, LLC                                                             |   15500.00
 C00000935 | BULLY PULPIT INTERACTIVE, LLC                                                             |   15759.00
 C00000935 | BULLY PULPIT INTERACTIVE, LLC                                                             |   16368.00
 C00000935 | BULLY PULPIT INTERACTIVE, LLC                                                             |   16368.00
 C00000935 | BULLY PULPIT INTERACTIVE, LLC                                                             |   16368.00
 C00000935 | BULLY PULPIT INTERACTIVE, LLC                                                             |   16388.00
 C00000935 | BULLY PULPIT INTERACTIVE, LLC                                                             |   16628.00
 C00000935 | BULLY PULPIT INTERACTIVE, LLC                                                             |   16794.00
 C00000935 | BULLY PULPIT INTERACTIVE, LLC                                                             |   16816.00
 C00000935 | BULLY PULPIT INTERACTIVE, LLC                                                             |   16816.00
 C00000935 | BULLY PULPIT INTERACTIVE, LLC                                                             |   16833.00
 C00000935 | BULLY PULPIT INTERACTIVE, LLC                                                             |   16833.00
 C00000935 | BULLY PULPIT INTERACTIVE, LLC                                                             |   17905.00
 C00000935 | BULLY PULPIT INTERACTIVE, LLC                                                             |   17905.00
 C00000935 | BULLY PULPIT INTERACTIVE, LLC                                                             |   17905.00
 C00000935 | BULLY PULPIT INTERACTIVE, LLC                                                             |   18081.00
 C00000935 | BULLY PULPIT INTERACTIVE, LLC                                                             |   18667.00
 C00000935 | BULLY PULPIT INTERACTIVE, LLC                                                             |   20000.00
 C00000935 | BULLY PULPIT INTERACTIVE, LLC                                                             |   20000.00
 C00000935 | BULLY PULPIT INTERACTIVE, LLC                                                             |   20962.00
 C00000935 | BULLY PULPIT INTERACTIVE, LLC                                                             |   21476.00
 C00000935 | BULLY PULPIT INTERACTIVE, LLC                                                             |   21476.00
 C00000935 | BULLY PULPIT INTERACTIVE, LLC                                                             |   21476.00
 C00000935 | BULLY PULPIT INTERACTIVE, LLC                                                             |   21476.00
 C00000935 | BULLY PULPIT INTERACTIVE, LLC                                                             |   21476.00
 C00000935 | BULLY PULPIT INTERACTIVE, LLC                                                             |   21549.00
 C00000935 | BULLY PULPIT INTERACTIVE, LLC                                                             |   22955.00
 C00000935 | BULLY PULPIT INTERACTIVE, LLC                                                             |   22955.00
 C00000935 | BULLY PULPIT INTERACTIVE, LLC                                                             |   23277.00
 C00000935 | BULLY PULPIT INTERACTIVE, LLC                                                             |   23277.00
 C00000935 | BULLY PULPIT INTERACTIVE, LLC                                                             |   23277.00
 C00000935 | BULLY PULPIT INTERACTIVE, LLC                                                             |   27142.00
 C00000935 | BULLY PULPIT INTERACTIVE, LLC                                                             |   27142.00
 C00000935 | BULLY PULPIT INTERACTIVE, LLC                                                             |   27142.00
 C00000935 | BULLY PULPIT INTERACTIVE, LLC                                                             |   27142.00
 C00000935 | BULLY PULPIT INTERACTIVE, LLC                                                             |   27142.00
 C00000935 | BULLY PULPIT INTERACTIVE, LLC                                                             |   28277.00
 C00000935 | BULLY PULPIT INTERACTIVE, LLC                                                             |   28277.00
 C00000935 | BULLY PULPIT INTERACTIVE, LLC                                                             |   29154.00
 C00000935 | BULLY PULPIT INTERACTIVE, LLC                                                             |   29154.00
 C00000935 | BULLY PULPIT INTERACTIVE, LLC                                                             |   30012.00
 C00000935 | BULLY PULPIT INTERACTIVE, LLC                                                             |   31861.00
 C00000935 | BULLY PULPIT INTERACTIVE, LLC                                                             |   32723.00
 C00000935 | BULLY PULPIT INTERACTIVE, LLC                                                             |   32723.00
 C00000935 | BULLY PULPIT INTERACTIVE, LLC                                                             |   32825.00
 C00000935 | BULLY PULPIT INTERACTIVE, LLC                                                             |   33499.00
 C00000935 | BULLY PULPIT INTERACTIVE, LLC                                                             |   33588.00
 C00000935 | BULLY PULPIT INTERACTIVE, LLC                                                             |   33588.00
 C00000935 | BULLY PULPIT INTERACTIVE, LLC                                                             |   35484.00
 C00000935 | BULLY PULPIT INTERACTIVE, LLC                                                             |   35645.00
 C00000935 | BULLY PULPIT INTERACTIVE, LLC                                                             |   36624.00
 C00000935 | BULLY PULPIT INTERACTIVE, LLC                                                             |   37785.00
 C00000935 | BULLY PULPIT INTERACTIVE, LLC                                                             |   38850.00
 C00000935 | BULLY PULPIT INTERACTIVE, LLC                                                             |   43867.00
 C00000935 | BULLY PULPIT INTERACTIVE, LLC                                                             |   43867.00
 C00000935 | BULLY PULPIT INTERACTIVE, LLC                                                             |   43867.00
 C00000935 | BULLY PULPIT INTERACTIVE, LLC                                                             |   45772.00
 C00000935 | BULLY PULPIT INTERACTIVE, LLC                                                             |   45772.00
 C00000935 | BULLY PULPIT INTERACTIVE, LLC                                                             |   47614.00
 C00000935 | BULLY PULPIT INTERACTIVE, LLC                                                             |   52852.00
 C00000935 | BULLY PULPIT INTERACTIVE, LLC                                                             |   55752.00
 C00000935 | BULLY PULPIT INTERACTIVE, LLC                                                             |   55752.00
 C00000935 | BULLY PULPIT INTERACTIVE, LLC                                                             |   55752.00
 C00000935 | BULLY PULPIT INTERACTIVE, LLC                                                             |   57114.00
 C00000935 | BULLY PULPIT INTERACTIVE, LLC                                                             |   65000.00
 C00000935 | Buying Time, LLC                                                                          |   81900.00
 C00000935 | Buying Time, LLC                                                                          |   85900.00
 C00000935 | Canal Partners Media, LLC                                                                 |   80461.00
 C00000935 | Canal Partners Media, LLC                                                                 |   85900.00
 C00000935 | Canal Partners Media, LLC                                                                 |   86000.00
 C00000935 | Canal Partners Media, LLC                                                                 |   86900.00
 C00000935 | Canal Partners Media, LLC                                                                 |   94400.00
 C00000935 | CONVERSANT, INC.                                                                          |   35000.00
 C00000935 | DAVID DIXON MEDIA GROUP                                                                   |    8234.00
 C00000935 | DAVID DIXON MEDIA GROUP                                                                   |   10233.00
 C00000935 | DAVID DIXON MEDIA GROUP                                                                   |   11345.00
 C00000935 | DAVID DIXON MEDIA GROUP                                                                   |   13874.00
 C00000935 | DAVID DIXON MEDIA GROUP                                                                   |   14216.00
 C00000935 | DAVID DIXON MEDIA GROUP                                                                   |   14314.00
 C00000935 | DAVID DIXON MEDIA GROUP                                                                   |   20239.00
 C00000935 | DAVID DIXON MEDIA GROUP                                                                   |   23331.00
 C00000935 | DIXON DAVIS MEDIA GROUP                                                                   |    7049.00
 C00000935 | DIXON DAVIS MEDIA GROUP                                                                   |    7049.00
 C00000935 | DIXON DAVIS MEDIA GROUP                                                                   |   10492.00
 C00000935 | DIXON DAVIS MEDIA GROUP                                                                   |   10640.00
 C00000935 | DIXON DAVIS MEDIA GROUP                                                                   |   13280.00
 C00000935 | DIXON DAVIS MEDIA GROUP                                                                   |   13598.00
 C00000935 | DIXON DAVIS MEDIA GROUP                                                                   |   13895.00
 C00000935 | DIXON DAVIS MEDIA GROUP                                                                   |   14594.00
 C00000935 | DIXON DAVIS MEDIA GROUP                                                                   |   14700.00
 C00000935 | DIXON DAVIS MEDIA GROUP                                                                   |   15367.00
 C00000935 | DIXON DAVIS MEDIA GROUP                                                                   |   15926.00
 C00000935 | DIXON DAVIS MEDIA GROUP                                                                   |   17110.00
 C00000935 | DIXON DAVIS MEDIA GROUP                                                                   |   17329.00
 C00000935 | DIXON DAVIS MEDIA GROUP                                                                   |   29747.00
 C00000935 | DIXON DAVIS MEDIA GROUP                                                                   |   39598.00
 C00000935 | ENVISION COMMUNICATIONS, INC.                                                             |    7093.00
 C00000935 | ENVISION COMMUNICATIONS, INC.                                                             |    7734.00
 C00000935 | ENVISION COMMUNICATIONS, INC.                                                             |    8325.00
 C00000935 | ENVISION COMMUNICATIONS, INC.                                                             |    8325.00
 C00000935 | ENVISION COMMUNICATIONS, INC.                                                             |    8690.00
 C00000935 | ENVISION COMMUNICATIONS, INC.                                                             |    9158.00
 C00000935 | GMMB                                                                                      |   79182.00
 C00000935 | GMMB                                                                                      |   79620.00
 C00000935 | GMMB                                                                                      |   80077.00
 C00000935 | GMMB                                                                                      |   82399.00
 C00000935 | GMMB                                                                                      |   83400.00
 C00000935 | GMMB                                                                                      |   85672.00
 C00000935 | GMMB                                                                                      |   86899.00
 C00000935 | GMMB                                                                                      |   86900.00
 C00000935 | GMMB                                                                                      |   86900.00
 C00000935 | GREAT AMERICAN MEDIA                                                                      |    5233.00
 C00000935 | GREAT AMERICAN MEDIA                                                                      |    5924.00
 C00000935 | GREAT AMERICAN MEDIA                                                                      |    5924.00
 C00000935 | GREAT AMERICAN MEDIA                                                                      |    6019.00
 C00000935 | GREAT AMERICAN MEDIA                                                                      |    6019.00
 C00000935 | GREAT AMERICAN MEDIA                                                                      |    7060.00
 C00000935 | GREAT AMERICAN MEDIA                                                                      |    8748.00
 C00000935 | GREAT AMERICAN MEDIA                                                                      |    8748.00
 C00000935 | GREAT AMERICAN MEDIA                                                                      |    8890.00
 C00000935 | GREAT AMERICAN MEDIA                                                                      |    8890.00
 C00000935 | GREAT AMERICAN MEDIA                                                                      |    9245.00
 C00000935 | GREAT AMERICAN MEDIA                                                                      |    9245.00
 C00000935 | GREAT AMERICAN MEDIA                                                                      |    9446.00
 C00000935 | GREAT AMERICAN MEDIA                                                                      |    9688.00
 C00000935 | GREAT AMERICAN MEDIA                                                                      |    9853.00
 C00000935 | GREAT AMERICAN MEDIA                                                                      |    9909.00
 C00000935 | GREAT AMERICAN MEDIA                                                                      |   10174.00
 C00000935 | GREAT AMERICAN MEDIA                                                                      |   10446.00
 C00000935 | GREAT AMERICAN MEDIA                                                                      |   10446.00
 C00000935 | GREAT AMERICAN MEDIA                                                                      |   10446.00
 C00000935 | GREAT AMERICAN MEDIA                                                                      |   10446.00
 C00000935 | GREAT AMERICAN MEDIA                                                                      |   11555.00
 C00000935 | GREAT AMERICAN MEDIA                                                                      |   11741.00
 C00000935 | GREAT AMERICAN MEDIA                                                                      |   13703.00
 C00000935 | GREAT AMERICAN MEDIA                                                                      |   13703.00
 C00000935 | GREAT AMERICAN MEDIA                                                                      |   13924.00
 C00000935 | GREAT AMERICAN MEDIA                                                                      |   13924.00
 C00000935 | GREAT AMERICAN MEDIA                                                                      |   14323.00
 C00000935 | GREAT AMERICAN MEDIA                                                                      |   15747.00
 C00000935 | GREAT AMERICAN MEDIA                                                                      |   16069.00
 C00000935 | GREAT AMERICAN MEDIA                                                                      |   16360.00
 C00000935 | GREAT AMERICAN MEDIA                                                                      |   16576.00
 C00000935 | GREAT AMERICAN MEDIA                                                                      |   16619.00
 C00000935 | GREAT AMERICAN MEDIA                                                                      |   16716.00
 C00000935 | GREAT AMERICAN MEDIA                                                                      |   18853.00
 C00000935 | GREAT AMERICAN MEDIA                                                                      |   18900.00
 C00000935 | GREAT AMERICAN MEDIA                                                                      |   20397.00
 C00000935 | GREAT AMERICAN MEDIA                                                                      |   22769.00
 C00000935 | GREAT AMERICAN MEDIA                                                                      |   23440.00
 C00000935 | GREAT AMERICAN MEDIA                                                                      |   26138.00
 C00000935 | GREAT AMERICAN MEDIA                                                                      |   27371.00
 C00000935 | GREAT AMERICAN MEDIA                                                                      |   32365.00
 C00000935 | GREAT AMERICAN MEDIA                                                                      |   32703.00
 C00000935 | GREAT AMERICAN MEDIA                                                                      |   33345.00
 C00000935 | GREAT AMERICAN MEDIA                                                                      |   35376.00
 C00000935 | GREAT AMERICAN MEDIA                                                                      |   36207.00
 C00000935 | GREAT AMERICAN MEDIA                                                                      |   36259.00
 C00000935 | GREAT AMERICAN MEDIA                                                                      |   39958.00
 C00000935 | GREAT AMERICAN MEDIA                                                                      |   41107.00
 C00000935 | GREAT AMERICAN MEDIA                                                                      |   42581.00
 C00000935 | GREAT AMERICAN MEDIA                                                                      |   43233.00
 C00000935 | GREAT AMERICAN MEDIA                                                                      |   43233.00
 C00000935 | GREAT AMERICAN MEDIA                                                                      |   43233.00
 C00000935 | GREAT AMERICAN MEDIA                                                                      |   44621.00
 C00000935 | GREAT AMERICAN MEDIA                                                                      |   46038.00
 C00000935 | GREAT AMERICAN MEDIA                                                                      |   47405.00
 C00000935 | GREAT AMERICAN MEDIA                                                                      |   48736.00
 C00000935 | GREAT AMERICAN MEDIA                                                                      |   53827.00
 C00000935 | GREAT AMERICAN MEDIA                                                                      |   54361.00
 C00000935 | GREAT AMERICAN MEDIA                                                                      |   54586.00
 C00000935 | GREAT AMERICAN MEDIA                                                                      |   60371.00
 C00000935 | GREAT AMERICAN MEDIA                                                                      |   61032.00
 C00000935 | GREAT AMERICAN MEDIA                                                                      |   62436.00
 C00000935 | GREAT AMERICAN MEDIA                                                                      |   67907.00
 C00000935 | GREAT AMERICAN MEDIA                                                                      |   68850.00
 C00000935 | GREAT AMERICAN MEDIA                                                                      |   68850.00
 C00000935 | GREAT AMERICAN MEDIA                                                                      |   70558.00
 C00000935 | GREAT AMERICAN MEDIA                                                                      |   70995.00
 C00000935 | GREAT AMERICAN MEDIA                                                                      |   71558.00
 C00000935 | GREAT AMERICAN MEDIA                                                                      |   74009.00
 C00000935 | GREAT AMERICAN MEDIA                                                                      |   74640.00
 C00000935 | GREAT AMERICAN MEDIA                                                                      |   75004.00
 C00000935 | GREAT AMERICAN MEDIA                                                                      |   80164.00
 C00000935 | GREAT AMERICAN MEDIA                                                                      |   80499.00
 C00000935 | GREAT AMERICAN MEDIA                                                                      |   80821.00
 C00000935 | GREAT AMERICAN MEDIA                                                                      |   80885.00
 C00000935 | GREAT AMERICAN MEDIA                                                                      |   80885.00
 C00000935 | GREAT AMERICAN MEDIA                                                                      |   82240.00
 C00000935 | GREAT AMERICAN MEDIA                                                                      |   82240.00
 C00000935 | GREAT AMERICAN MEDIA                                                                      |   82241.00
 C00000935 | GREAT AMERICAN MEDIA                                                                      |   82241.00
 C00000935 | GREAT AMERICAN MEDIA                                                                      |   85560.00
 C00000935 | GREAT AMERICAN MEDIA                                                                      |   85560.00
 C00000935 | GREAT AMERICAN MEDIA                                                                      |   86198.00
 C00000935 | GREAT AMERICAN MEDIA                                                                      |   86647.00
 C00000935 | GREAT AMERICAN MEDIA                                                                      |   86883.00
 C00000935 | GREAT AMERICAN MEDIA                                                                      |   86883.00
 C00000935 | GREAT AMERICAN MEDIA                                                                      |   87686.00
