    id     |   amount   
 C00000935 |    9162.00
 C00000935 |    9162.00
 C00000935 |    9200.00
 C00000935 |    9201.00
 C00000935 |    9201.00
 C00000935 |    9235.00
 C00000935 |    9245.00
 C00000935 |    9245.00
 C00000935 |    9315.00
 C00000935 |    9330.00
 C00000935 |    9401.00
 C00000935 |    9401.00
 C00000935 |    9446.00
 C00000935 |    9446.00
 C00000935 |    9446.00
 C00000935 |    9460.00
 C00000935 |    9500.00
 C00000935 |    9500.00
 C00000935 |    9509.00
 C00000935 |    9509.00
 C00000935 |    9528.00
 C00000935 |    9587.00
 C00000935 |    9627.00
 C00000935 |    9634.00
 C00000935 |    9641.00
 C00000935 |    9688.00
 C00000935 |    9742.00
 C00000935 |    9798.00
 C00000935 |    9800.00
 C00000935 |    9825.00
 C00000935 |    9841.00
 C00000935 |    9844.00
 C00000935 |    9852.00
 C00000935 |    9852.00
 C00000935 |    9853.00
 C00000935 |    9861.00
 C00000935 |    9870.00
 C00000935 |    9909.00
 C00000935 |   10000.00
 C00000935 |   10000.00
 C00000935 |   10000.00
 C00000935 |   10000.00
 C00000935 |   10016.00
 C00000935 |   10060.00
 C00000935 |   10060.00
 C00000935 |   10060.00
 C00000935 |   10116.00
 C00000935 |   10145.00
 C00000935 |   10150.00
 C00000935 |   10150.00
 C00000935 |   10150.00
 C00000935 |   10151.00
 C00000935 |   10174.00
 C00000935 |   10200.00
 C00000935 |   10212.00
 C00000935 |   10233.00
 C00000935 |   10250.00
 C00000935 |   10250.00
 C00000935 |   10255.00
 C00000935 |   10256.00
 C00000935 |   10300.00
 C00000935 |   10313.00
 C00000935 |   10361.00
 C00000935 |   10365.00
 C00000935 |   10375.00
 C00000935 |   10446.00
 C00000935 |   10446.00
 C00000935 |   10446.00
 C00000935 |   10446.00
 C00000935 |   10450.00
 C00000935 |   10485.00
 C00000935 |   10492.00
 C00000935 |   10500.00
 C00000935 |   10520.00
 C00000935 |   10531.00
 C00000935 |   10535.00
 C00000935 |   10588.00
 C00000935 |   10600.00
 C00000935 |   10640.00
 C00000935 |   10650.00
 C00000935 |   10650.00
 C00000935 |   10650.00
 C00000935 |   10693.00
 C00000935 |   10703.00
 C00000935 |   10714.00
 C00000935 |   10754.00
 C00000935 |   10767.00
 C00000935 |   10770.00
 C00000935 |   10777.00
 C00000935 |   10919.00
 C00000935 |   10930.00
 C00000935 |   10950.00
 C00000935 |   10989.00
 C00000935 |   11000.00
 C00000935 |   11030.00
 C00000935 |   11050.00
 C00000935 |   11064.00
 C00000935 |   11104.00
 C00000935 |   11119.00
 C00000935 |   11143.00
 C00000935 |   11143.00
 C00000935 |   11143.00
 C00000935 |   11150.00
 C00000935 |   11150.00
 C00000935 |   11150.00
 C00000935 |   11150.00
 C00000935 |   11243.00
 C00000935 |   11322.00
 C00000935 |   11322.00
 C00000935 |   11322.00
 C00000935 |   11340.00
 C00000935 |   11345.00
 C00000935 |   11356.00
 C00000935 |   11356.00
 C00000935 |   11356.00
 C00000935 |   11379.00
 C00000935 |   11400.00
 C00000935 |   11404.00
 C00000935 |   11423.00
 C00000935 |   11430.00
 C00000935 |   11500.00
 C00000935 |   11516.00
 C00000935 |   11550.00
 C00000935 |   11555.00
 C00000935 |   11617.00
 C00000935 |   11676.00
 C00000935 |   11678.00
 C00000935 |   11741.00
 C00000935 |   11818.00
 C00000935 |   11827.00
 C00000935 |   11861.00
 C00000935 |   11877.00
 C00000935 |   11977.00
 C00000935 |   12002.00
 C00000935 |   12016.00
 C00000935 |   12036.00
 C00000935 |   12052.00
 C00000935 |   12113.00
 C00000935 |   12127.00
 C00000935 |   12139.00
 C00000935 |   12250.00
 C00000935 |   12250.00
 C00000935 |   12269.00
 C00000935 |   12282.00
 C00000935 |   12284.00
 C00000935 |   12284.00
 C00000935 |   12346.00
 C00000935 |   12348.00
 C00000935 |   12352.00
 C00000935 |   12398.00
 C00000935 |   12407.00
 C00000935 |   12433.00
 C00000935 |   12452.00
 C00000935 |   12578.00
 C00000935 |   12649.00
 C00000935 |   12649.00
 C00000935 |   12649.00
 C00000935 |   12649.00
 C00000935 |   12649.00
 C00000935 |   12649.00
 C00000935 |   12649.00
 C00000935 |   12649.00
 C00000935 |   12650.00
 C00000935 |   12685.00
 C00000935 |   12710.00
 C00000935 |   12710.00
 C00000935 |   12710.00
 C00000935 |   12750.00
 C00000935 |   12750.00
 C00000935 |   12759.00
 C00000935 |   12831.00
 C00000935 |   12887.00
 C00000935 |   13080.00
 C00000935 |   13117.00
 C00000935 |   13130.00
 C00000935 |   13147.00
 C00000935 |   13147.00
 C00000935 |   13147.00
 C00000935 |   13147.00
 C00000935 |   13147.00
 C00000935 |   13147.00
 C00000935 |   13147.00
 C00000935 |   13147.00
 C00000935 |   13185.00
 C00000935 |   13280.00
 C00000935 |   13422.00
 C00000935 |   13508.00
 C00000935 |   13598.00
 C00000935 |   13703.00
 C00000935 |   13703.00
 C00000935 |   13735.00
 C00000935 |   13808.00
 C00000935 |   13874.00
 C00000935 |   13895.00
 C00000935 |   13920.00
 C00000935 |   13924.00
 C00000935 |   13924.00
 C00000935 |   14000.00
 C00000935 |   14000.00
 C00000935 |   14155.00
 C00000935 |   14155.00
 C00000935 |   14211.00
 C00000935 |   14216.00
 C00000935 |   14246.00
 C00000935 |   14252.00
 C00000935 |   14252.00
 C00000935 |   14303.00
 C00000935 |   14314.00
 C00000935 |   14323.00
 C00000935 |   14460.00
 C00000935 |   14594.00
 C00000935 |   14651.00
 C00000935 |   14700.00
 C00000935 |   14973.00
 C00000935 |   15053.00
 C00000935 |   15148.00
 C00000935 |   15148.00
 C00000935 |   15150.00
 C00000935 |   15180.00
 C00000935 |   15232.00
 C00000935 |   15367.00
 C00000935 |   15409.00
 C00000935 |   15409.00
 C00000935 |   15409.00
 C00000935 |   15409.00
 C00000935 |   15409.00
 C00000935 |   15409.00
 C00000935 |   15409.00
 C00000935 |   15409.00
 C00000935 |   15450.00
 C00000935 |   15459.00
 C00000935 |   15482.00
 C00000935 |   15500.00
 C00000935 |   15747.00
 C00000935 |   15759.00
 C00000935 |   15800.00
 C00000935 |   15900.00
 C00000935 |   15926.00
 C00000935 |   16069.00
 C00000935 |   16360.00
 C00000935 |   16368.00
 C00000935 |   16368.00
 C00000935 |   16368.00
 C00000935 |   16388.00
 C00000935 |   16428.00
 C00000935 |   16515.00
 C00000935 |   16516.00
 C00000935 |   16576.00
 C00000935 |   16619.00
 C00000935 |   16628.00
 C00000935 |   16655.00
 C00000935 |   16716.00
 C00000935 |   16794.00
 C00000935 |   16816.00
 C00000935 |   16816.00
 C00000935 |   16833.00
 C00000935 |   16833.00
 C00000935 |   17025.00
 C00000935 |   17110.00
 C00000935 |   17195.00
 C00000935 |   17329.00
 C00000935 |   17550.00
 C00000935 |   17636.00
 C00000935 |   17765.00
 C00000935 |   17905.00
 C00000935 |   17905.00
 C00000935 |   17905.00
 C00000935 |   18081.00
 C00000935 |   18478.00
 C00000935 |   18478.00
 C00000935 |   18667.00
 C00000935 |   18718.00
 C00000935 |   18853.00
 C00000935 |   18900.00
 C00000935 |   19408.00
 C00000935 |   19500.00
 C00000935 |   19528.00
 C00000935 |   19814.00
 C00000935 |   20000.00
 C00000935 |   20000.00
 C00000935 |   20239.00
 C00000935 |   20397.00
 C00000935 |   20962.00
 C00000935 |   21113.00
 C00000935 |   21192.00
 C00000935 |   21476.00
 C00000935 |   21476.00
 C00000935 |   21476.00
 C00000935 |   21476.00
 C00000935 |   21476.00
 C00000935 |   21549.00
 C00000935 |   21688.00
 C00000935 |   22769.00
 C00000935 |   22955.00
 C00000935 |   22955.00
 C00000935 |   23000.00
 C00000935 |   23277.00
 C00000935 |   23277.00
 C00000935 |   23277.00
 C00000935 |   23331.00
 C00000935 |   23440.00
 C00000935 |   24380.00
 C00000935 |   25750.00
 C00000935 |   26010.00
 C00000935 |   26138.00
 C00000935 |   26500.00
 C00000935 |   26858.00
 C00000935 |   27142.00
 C00000935 |   27142.00
 C00000935 |   27142.00
 C00000935 |   27142.00
 C00000935 |   27142.00
 C00000935 |   27371.00
 C00000935 |   28231.00
 C00000935 |   28277.00
 C00000935 |   28277.00
 C00000935 |   28418.00
 C00000935 |   28870.00
 C00000935 |   29154.00
 C00000935 |   29154.00
 C00000935 |   29747.00
 C00000935 |   30012.00
 C00000935 |   30855.00
 C00000935 |   31000.00
 C00000935 |   31020.00
 C00000935 |   31861.00
 C00000935 |   32365.00
 C00000935 |   32703.00
 C00000935 |   32723.00
 C00000935 |   32723.00
 C00000935 |   32825.00
 C00000935 |   33345.00
 C00000935 |   33499.00
 C00000935 |   33588.00
 C00000935 |   33588.00
 C00000935 |   35000.00
 C00000935 |   35376.00
 C00000935 |   35484.00
 C00000935 |   35645.00
 C00000935 |   36207.00
 C00000935 |   36259.00
 C00000935 |   36572.00
 C00000935 |   36624.00
 C00000935 |   37785.00
 C00000935 |   38190.00
 C00000935 |   38850.00
 C00000935 |   39598.00
 C00000935 |   39958.00
 C00000935 |   41107.00
 C00000935 |   42581.00
 C00000935 |   43233.00
 C00000935 |   43233.00
 C00000935 |   43233.00
 C00000935 |   43867.00
 C00000935 |   43867.00
 C00000935 |   43867.00
 C00000935 |   44621.00
 C00000935 |   45772.00
 C00000935 |   45772.00
 C00000935 |   46038.00
 C00000935 |   46937.00
 C00000935 |   47405.00
 C00000935 |   47462.00
 C00000935 |   47614.00
 C00000935 |   47635.00
 C00000935 |   48736.00
 C00000935 |   49290.00
 C00000935 |   52852.00
 C00000935 |   53827.00
 C00000935 |   54361.00
 C00000935 |   54586.00
 C00000935 |   55752.00
 C00000935 |   55752.00
 C00000935 |   55752.00
 C00000935 |   55863.00
 C00000935 |   57114.00
 C00000935 |   60371.00
 C00000935 |   61032.00
 C00000935 |   62436.00
 C00000935 |   65000.00
 C00000935 |   67907.00
 C00000935 |   68850.00
 C00000935 |   68850.00
 C00000935 |   70558.00
 C00000935 |   70995.00
 C00000935 |   71558.00
 C00000935 |   74009.00
 C00000935 |   74640.00
 C00000935 |   75004.00
 C00000935 |   79059.00
 C00000935 |   79182.00
 C00000935 |   79620.00
 C00000935 |   79900.00
 C00000935 |   80077.00
 C00000935 |   80080.00
 C00000935 |   80164.00
 C00000935 |   80461.00
 C00000935 |   80499.00
 C00000935 |   80821.00
 C00000935 |   80885.00
 C00000935 |   80885.00
 C00000935 |   81300.00
 C00000935 |   81900.00
 C00000935 |   82240.00
 C00000935 |   82240.00
 C00000935 |   82241.00
 C00000935 |   82241.00
 C00000935 |   82399.00
 C00000935 |   82400.00
 C00000935 |   83400.00
 C00000935 |   84600.00
 C00000935 |   85560.00
 C00000935 |   85560.00
 C00000935 |   85672.00
 C00000935 |   85900.00
 C00000935 |   85900.00
 C00000935 |   85900.00
 C00000935 |   85960.00
 C00000935 |   86000.00
 C00000935 |   86198.00
 C00000935 |   86647.00
 C00000935 |   86883.00
 C00000935 |   86883.00
 C00000935 |   86899.00
 C00000935 |   86900.00
 C00000935 |   86900.00
 C00000935 |   86900.00
 C00000935 |   86900.00
 C00000935 |   86900.00
 C00000935 |   86900.00
 C00000935 |   86900.00
 C00000935 |   86900.00
 C00000935 |   86900.00
 C00000935 |   86900.00
 C00000935 |   87686.00
 C00000935 |   87781.00
 C00000935 |   91477.00
 C00000935 |   92898.00
 C00000935 |   92898.00
 C00000935 |   93000.00
 C00000935 |   94400.00
 C00000935 |   94401.00
 C00000935 |   96899.00
 C00000935 |   96942.00
 C00000935 |   96942.00
 C00000935 |   96942.00
 C00000935 |   97055.00
 C00000935 |   97055.00
 C00000935 |   97097.00
 C00000935 |   97222.00
 C00000935 |   97223.00
 C00000935 |   98602.00
 C00000935 |   98695.00
 C00000935 |   98695.00
 C00000935 |   98695.00
 C00000935 |   98695.00
 C00000935 |   98695.00
 C00000935 |   98695.00
 C00000935 |   98707.00
 C00000935 |   99935.00
 C00000935 |  101460.00
 C00000935 |  101600.00
 C00000935 |  102208.00
 C00000935 |  103860.00
 C00000935 |  103899.00
 C00000935 |  104431.00
 C00000935 |  106943.00
 C00000935 |  108622.00
 C00000935 |  109121.00
 C00000935 |  110443.00
 C00000935 |  110878.00
 C00000935 |  111454.00
 C00000935 |  112530.00
 C00000935 |  112815.00
 C00000935 |  117595.00
 C00000935 |  119963.00
 C00000935 |  122552.00
 C00000935 |  125288.00
 C00000935 |  125288.00
 C00000935 |  127159.00
 C00000935 |  127286.00
 C00000935 |  127286.00
 C00000935 |  129933.00
 C00000935 |  130856.00
 C00000935 |  132102.00
 C00000935 |  132179.00
 C00000935 |  134259.00
 C00000935 |  134259.00
 C00000935 |  137048.00
 C00000935 |  137426.00
 C00000935 |  137741.00
 C00000935 |  137741.00
 C00000935 |  137741.00
 C00000935 |  137741.00
 C00000935 |  137741.00
 C00000935 |  138159.00
 C00000935 |  138426.00
 C00000935 |  139718.00
 C00000935 |  140250.00
 C00000935 |  140572.00
 C00000935 |  140805.00
 C00000935 |  142106.00
 C00000935 |  142106.00
 C00000935 |  143004.00
 C00000935 |  147766.00
 C00000935 |  147900.00
 C00000935 |  148516.00
 C00000935 |  149008.00
 C00000935 |  149954.00
 C00000935 |  150582.00
 C00000935 |  151211.00
 C00000935 |  155165.00
 C00000935 |  155773.00
 C00000935 |  156989.00
 C00000935 |  157110.00
 C00000935 |  157895.00
 C00000935 |  158114.00
 C00000935 |  158184.00
 C00000935 |  160381.00
 C00000935 |  163737.00
 C00000935 |  164179.00
 C00000935 |  164283.00
 C00000935 |  164448.00
 C00000935 |  165612.00
 C00000935 |  167409.00
 C00000935 |  167409.00
 C00000935 |  167869.00
 C00000935 |  168039.00
 C00000935 |  168408.00
 C00000935 |  168408.00
 C00000935 |  170894.00
 C00000935 |  172452.00
 C00000935 |  173535.00
 C00000935 |  177169.00
 C00000935 |  179101.00
 C00000935 |  179917.00
 C00000935 |  180025.00
 C00000935 |  180025.00
 C00000935 |  180357.00
 C00000935 |  190649.00
 C00000935 |  191173.00
 C00000935 |  192179.00
 C00000935 |  195213.00
 C00000935 |  198050.00
 C00000935 |  199839.00
 C00000935 |  200547.00
 C00000935 |  203995.00
 C00000935 |  204848.00
 C00000935 |  206747.00
 C00000935 |  207883.00
 C00000935 |  211126.00
 C00000935 |  211618.00
 C00000935 |  213388.00
 C00000935 |  214095.00
 C00000935 |  214128.00
 C00000935 |  214251.00
 C00000935 |  214666.00
 C00000935 |  214992.00
 C00000935 |  216139.00
 C00000935 |  216500.00
 C00000935 |  217448.00
 C00000935 |  218416.00
 C00000935 |  219287.00
 C00000935 |  221271.00
 C00000935 |  226349.00
 C00000935 |  227298.00
 C00000935 |  232933.00
 C00000935 |  234741.00
 C00000935 |  236216.00
 C00000935 |  237460.00
 C00000935 |  238723.00
 C00000935 |  241684.00
 C00000935 |  242421.00
 C00000935 |  243975.00
 C00000935 |  246450.00
 C00000935 |  246762.00
 C00000935 |  247448.00
 C00000935 |  251007.00
 C00000935 |  259445.00
 C00000935 |  260400.00
 C00000935 |  264204.00
 C00000935 |  266291.00
 C00000935 |  268649.00
 C00000935 |  270552.00
 C00000935 |  273775.00
 C00000935 |  274853.00
 C00000935 |  275400.00
 C00000935 |  277516.00
 C00000935 |  279986.00
 C00000935 |  280476.00
 C00000935 |  282366.00
 C00000935 |  282923.00
 C00000935 |  282994.00
 C00000935 |  285295.00
 C00000935 |  293020.00
 C00000935 |  293020.00
 C00000935 |  295745.00
 C00000935 |  296069.00
 C00000935 |  298143.00
 C00000935 |  304939.00
 C00000935 |  306369.00
 C00000935 |  306578.00
 C00000935 |  308994.00
 C00000935 |  312194.00
 C00000935 |  318157.00
 C00000935 |  323494.00
 C00000935 |  323586.00
 C00000935 |  323596.00
 C00000935 |  330164.00
 C00000935 |  334797.00
 C00000935 |  336930.00
 C00000935 |  338825.00
 C00000935 |  339288.00
 C00000935 |  339355.00
 C00000935 |  347717.00
 C00000935 |  352184.00
 C00000935 |  354880.00
 C00000935 |  356858.00
 C00000935 |  357000.00
 C00000935 |  362458.00
 C00000935 |  367251.00
 C00000935 |  372709.00
 C00000935 |  383773.00
 C00000935 |  385691.00
 C00000935 |  385761.00
 C00000935 |  388615.00
 C00000935 |  390626.00
 C00000935 |  403922.00
 C00000935 |  404736.00
 C00000935 |  407096.00
 C00000935 |  408478.00
 C00000935 |  410859.00
 C00000935 |  412937.00
 C00000935 |  425327.00
 C00000935 |  426543.00
 C00000935 |  430404.00
 C00000935 |  432432.00
 C00000935 |  433434.00
 C00000935 |  436693.00
 C00000935 |  445432.00
 C00000935 |  450705.00
 C00000935 |  452412.00
 C00000935 |  469976.00
 C00000935 |  474707.00
 C00000935 |  477585.00
 C00000935 |  493572.00
 C00000935 |  501397.00
 C00000935 |  502384.00
 C00000935 |  503157.00
 C00000935 |  504357.00
 C00000935 |  520496.00
 C00000935 |  570535.00
 C00000935 |  571439.00
 C00000935 |  578457.00
 C00000935 |  584825.00
 C00000935 |  647679.00
 C00000935 |  650424.00
 C00000935 |  685994.00
 C00000935 |  781916.00
 C00000935 |  822962.00
 C00000935 |  861901.00
 C00000935 |  924021.00
 C00000935 | 1112990.00
 C00000935 | 1236950.00
 C00002840 |    6971.00
 C00003418 |    5290.00
 C00003418 |    5739.00
 C00003418 |    7050.00
 C00003418 |    8667.00
 C00003418 |    9461.00
 C00003418 |   13300.00
 C00003418 |   20325.00
 C00003418 |   23218.00
 C00003418 |   25000.00
 C00003418 |   29650.00
 C00003418 |   34885.00
 C00004036 |    6102.00
 C00004036 |    6102.00
 C00004036 |    6102.00
 C00004036 |    6102.00
 C00004036 |    7525.00
 C00004036 |    7525.00
 C00004036 |    8352.00
 C00004036 |    8484.00
 C00004036 |    8500.00
 C00004036 |   10697.00
 C00004036 |   10697.00
 C00004036 |   10804.00
 C00004036 |   10804.00
 C00004036 |   10804.00
 C00004036 |   10804.00
 C00004036 |   10804.00
 C00004036 |   10804.00
 C00004036 |   11050.00
 C00004036 |   11100.00
 C00004036 |   11100.00
 C00004036 |   11150.00
 C00004036 |   11150.00
 C00004036 |   11313.00
 C00004036 |   11313.00
 C00004036 |   11313.00
 C00004036 |   11313.00
 C00004036 |   11313.00
 C00004036 |   11313.00
 C00004036 |   11900.00
 C00004036 |   12000.00
 C00004036 |   12000.00
 C00004036 |   12536.00
 C00004036 |   12536.00
 C00004036 |   12866.00
 C00004036 |   12866.00
 C00004036 |   13149.00
 C00004036 |   13959.00
 C00004036 |   14484.00
 C00004036 |   14484.00
 C00004036 |   14636.00
 C00004036 |   14636.00
 C00004036 |   14666.00
 C00004036 |   14666.00
 C00004036 |   14740.00
 C00004036 |   14740.00
 C00004036 |   14850.00
 C00004036 |   15960.00
 C00004036 |   16100.00
 C00004036 |   17000.00
 C00004036 |   18930.00
 C00004036 |   20933.00
 C00004036 |   24050.00
 C00004036 |   25500.00
 C00004036 |   27418.00
 C00004036 |   27418.00
 C00004036 |   28354.00
 C00004036 |   29662.00
 C00004036 |   34022.00
 C00004036 |   34500.00
 C00004036 |   34500.00
 C00004036 |   36567.00
 C00004036 |   36567.00
 C00004036 |   36613.00
 C00004036 |   39721.00
 C00004036 |   39721.00
 C00004036 |   39816.00
 C00004036 |   39816.00
 C00004036 |   40050.00
 C00004036 |   40050.00
 C00004036 |   41877.00
 C00004036 |   42516.00
 C00004036 |   45550.00
 C00004036 |   57120.00
 C00004036 |   59522.00
 C00004036 |   69995.00
 C00004036 |  120957.00
 C00004036 |  178566.00
 C00004036 |  207943.00
 C00004036 |  230831.00
 C00004036 |  246700.00
 C00004036 |  246700.00
 C00004036 |  277447.00
 C00004036 |  300163.00
 C00004036 |  316724.00
 C00005561 |   66000.00
 C00005926 |   11000.00
 C00005926 |   11000.00
 C00005926 |   15000.00
 C00006486 |    5948.00
 C00007542 |   20000.00
 C00007542 |   25000.00
 C00007658 |    9000.00
 C00007658 |    9177.00
 C00007658 |   10040.00
 C00007658 |   40000.00
 C00007880 |   12524.00
 C00007880 |   25335.00
 C00007880 |   52100.00
 C00007880 |   62000.00
 C00007880 |   81358.00
 C00007880 |   97553.00
 C00007880 |   99000.00
 C00007880 |  115830.00
 C00007880 |  143869.00
 C00007880 |  176340.00
 C00007880 |  274664.00
 C00010033 |   12132.00
 C00010033 |   38922.00
 C00010033 |   56000.00
 C00010033 |  108500.00
 C00010033 |  174500.00
 C00010603 |    5850.00
 C00010603 |    6487.00
 C00010603 |    6555.00
 C00010603 |    9141.00
 C00010603 |    9300.00
 C00010603 |   10000.00
 C00010603 |   10000.00
 C00010603 |   14243.00
 C00010603 |   15520.00
 C00010603 |   25000.00
 C00010603 |   25000.00
 C00010603 |   25000.00
 C00010603 |   25000.00
 C00010603 |   25000.00
 C00010603 |   26250.00
 C00010603 |   30000.00
 C00010603 |   38771.00
 C00010603 |   39195.00
 C00010603 |   40000.00
 C00010603 |   49999.00
 C00010603 |   50000.00
 C00010603 |   50000.00
 C00010603 |   50000.00
 C00010603 |   50000.00
 C00010603 |   50000.00
 C00010603 |   50000.00
 C00010603 |   53750.00
 C00010603 |   53750.00
 C00010603 |   60000.00
 C00010603 |   64000.00
 C00010603 |   71086.00
 C00010603 |   71086.00
 C00010603 |   80000.00
 C00011114 |    5205.00
 C00011114 |    7710.00
 C00011114 |    8529.00
 C00011114 |   11078.00
 C00011114 |   11078.00
 C00011114 |   11800.00
 C00011114 |   11828.00
 C00011114 |   12536.00
 C00011114 |   18150.00
 C00011114 |   20015.00
 C00011114 |   25831.00
 C00011114 |   79020.00
 C00011114 |   84454.00
 C00011114 |  103401.00
 C00011114 |  103401.00
 C00011114 |  170201.00
 C00011114 |  245385.00
 C00011114 |  287505.00
 C00011114 |  300163.00
 C00011114 |  306309.00
 C00011114 |  402210.00
 C00011114 |  500000.00
 C00011114 |  500000.00
 C00011114 |  634000.00
 C00011114 |  997876.00
 C00011114 | 1499998.00
 C00011197 |   13158.00
 C00011197 |   16195.00
 C00011197 |   21984.00
 C00011197 |   23500.00
 C00011197 |   25077.00
 C00011197 |   26197.00
 C00011197 |   30000.00
 C00011197 |   30000.00
 C00011197 |   31896.00
 C00011197 |   33000.00
 C00011197 |   61037.00
 C00011197 |   74000.00
 C00011197 |   78000.00
 C00013748 |    9250.00
 C00016899 |    5798.00
 C00016899 |    6678.00
 C00016899 |    7041.00
 C00016899 |    7095.00
 C00016899 |    7287.00
 C00016899 |    7287.00
 C00016899 |    9243.00
 C00016899 |    9598.00
 C00016899 |    9713.00
 C00016899 |    9932.00
 C00016899 |   11954.00
 C00016899 |   20934.00
 C00017194 |   20000.00
 C00018929 |   15000.00
 C00022343 |   39169.00
 C00024372 |   40000.00
 C00024372 |   40000.00
 C00024372 |   45000.00
 C00024372 |   55000.00
 C00024372 |   70740.00
 C00024372 |   77641.00
 C00024372 |   85000.00
 C00024679 |    5338.00
 C00024968 |   48000.00
 C00024968 |   50000.00
 C00025254 |    5233.00
 C00025254 |    5233.00
 C00025254 |    6502.00
 C00025254 |    7500.00
 C00025254 |    7500.00
 C00025254 |   12500.00
 C00025254 |   12500.00
 C00025254 |   13763.00
 C00025254 |   13763.00
 C00025254 |   40000.00
 C00025668 |    5200.00
 C00027466 |    5060.00
 C00027466 |    5085.00
 C00027466 |    5125.00
 C00027466 |    5382.00
 C00027466 |    5402.00
 C00027466 |    5500.00
 C00027466 |    5500.00
 C00027466 |    5500.00
 C00027466 |    6000.00
 C00027466 |    6000.00
 C00027466 |    6310.00
 C00027466 |    6371.00
 C00027466 |    6500.00
 C00027466 |    6500.00
 C00027466 |    6500.00
 C00027466 |    6500.00
 C00027466 |    6500.00
 C00027466 |    6500.00
 C00027466 |    6645.00
 C00027466 |    7000.00
 C00027466 |    7166.00
 C00027466 |    7166.00
 C00027466 |    7219.00
 C00027466 |    7313.00
 C00027466 |    7700.00
 C00027466 |    8446.00
 C00027466 |    8750.00
 C00027466 |    8828.00
 C00027466 |    9891.00
 C00027466 |   10030.00
 C00027466 |   10030.00
 C00027466 |   10030.00
 C00027466 |   10059.00
 C00027466 |   10059.00
 C00027466 |   10059.00
 C00027466 |   10059.00
 C00027466 |   11220.00
 C00027466 |   13000.00
 C00027466 |   13240.00
 C00027466 |   13400.00
